,URL,full_model_name,Parameters,MMLU_average,arc:challenge|25,hellaswag|10,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
mpt_delta_tuned_model_v2,https://huggingface.co/nathan0/mpt_delta_tuned_model_v2,nathan0/mpt_delta_tuned_model_v2,,0.2872674408154396,0.45819112627986347,0.5774746066520613,0.27,0.2740740740740741,0.2565789473684211,0.24,0.3169811320754717,0.3055555555555556,0.23,0.36,0.31,0.21965317919075145,0.19607843137254902,0.31,0.31063829787234043,0.2982456140350877,0.31724137931034485,0.3148148148148148,0.19047619047619047,0.36,0.2903225806451613,0.26108374384236455,0.33,0.26666666666666666,0.30303030303030304,0.31088082901554404,0.30512820512820515,0.27037037037037037,0.2857142857142857,0.2781456953642384,0.26972477064220185,0.18518518518518517,0.2549019607843137,0.2742616033755274,0.3632286995515695,0.2824427480916031,0.3884297520661157,0.37037037037037035,0.2822085889570552,0.36607142857142855,0.2815533980582524,0.3247863247863248,0.26,0.29757343550446996,0.2774566473988439,0.2424581005586592,0.2679738562091503,0.2861736334405145,0.2839506172839506,0.2765957446808511,0.25684485006518903,0.20220588235294118,0.31209150326797386,0.36363636363636365,0.31020408163265306,0.23383084577114427,0.26,0.3493975903614458,0.26900584795321636
mpt_delta_tuned_model_v3,https://huggingface.co/nathan0/mpt_delta_tuned_model_v3,nathan0/mpt_delta_tuned_model_v3,,0.2872674408154396,0.45819112627986347,0.5774746066520613,0.27,0.2740740740740741,0.2565789473684211,0.24,0.3169811320754717,0.3055555555555556,0.23,0.36,0.31,0.21965317919075145,0.19607843137254902,0.31,0.31063829787234043,0.2982456140350877,0.31724137931034485,0.3148148148148148,0.19047619047619047,0.36,0.2903225806451613,0.26108374384236455,0.33,0.26666666666666666,0.30303030303030304,0.31088082901554404,0.30512820512820515,0.27037037037037037,0.2857142857142857,0.2781456953642384,0.26972477064220185,0.18518518518518517,0.2549019607843137,0.2742616033755274,0.3632286995515695,0.2824427480916031,0.3884297520661157,0.37037037037037035,0.2822085889570552,0.36607142857142855,0.2815533980582524,0.3247863247863248,0.26,0.29757343550446996,0.2774566473988439,0.2424581005586592,0.2679738562091503,0.2861736334405145,0.2839506172839506,0.2765957446808511,0.25684485006518903,0.20220588235294118,0.31209150326797386,0.36363636363636365,0.31020408163265306,0.23383084577114427,0.26,0.3493975903614458,0.26900584795321636
starcoder,https://huggingface.co/bigcode/starcoder,bigcode/starcoder,,0.2999572821916267,0.28498293515358364,0.3783110934076877,0.29,0.3111111111111111,0.29605263157894735,0.32,0.26037735849056604,0.3125,0.24,0.3,0.33,0.24855491329479767,0.23529411764705882,0.48,0.2978723404255319,0.30701754385964913,0.42758620689655175,0.24867724867724866,0.29365079365079366,0.31,0.2645161290322581,0.2019704433497537,0.41,0.3393939393939394,0.20202020202020202,0.2538860103626943,0.23846153846153847,0.2740740740740741,0.27310924369747897,0.2185430463576159,0.22385321100917432,0.18055555555555555,0.27941176470588236,0.31645569620253167,0.35874439461883406,0.29770992366412213,0.4214876033057851,0.25925925925925924,0.2392638036809816,0.26785714285714285,0.2621359223300971,0.41452991452991456,0.34,0.3218390804597701,0.3583815028901734,0.2424581005586592,0.3137254901960784,0.36012861736334406,0.33641975308641975,0.29432624113475175,0.28292046936114734,0.20220588235294118,0.29901960784313725,0.34545454545454546,0.27755102040816326,0.3681592039800995,0.42,0.3132530120481928,0.3157894736842105
santacoder,https://huggingface.co/bigcode/santacoder,bigcode/santacoder,,0.2589252901574281,0.23720136518771331,0.2557259510057757,0.26,0.2518518518518518,0.3026315789473684,0.23,0.27169811320754716,0.2222222222222222,0.23,0.23,0.2,0.2543352601156069,0.18627450980392157,0.26,0.32340425531914896,0.23684210526315788,0.2206896551724138,0.24074074074074073,0.2777777777777778,0.3,0.267741935483871,0.3251231527093596,0.23,0.2727272727272727,0.21717171717171718,0.24870466321243523,0.2205128205128205,0.26296296296296295,0.23109243697478993,0.23841059602649006,0.24403669724770644,0.25925925925925924,0.27941176470588236,0.20675105485232068,0.37668161434977576,0.22900763358778625,0.2644628099173554,0.2962962962962963,0.24539877300613497,0.22321428571428573,0.2524271844660194,0.2564102564102564,0.26,0.2886334610472541,0.2745664739884393,0.2636871508379888,0.24836601307189543,0.2733118971061093,0.26851851851851855,0.24822695035460993,0.24511082138200782,0.3014705882352941,0.2696078431372549,0.33636363636363636,0.3510204081632653,0.24378109452736318,0.21,0.3192771084337349,0.21052631578947367
nash-vicuna-13b-v1dot5-ep2-w-rag-w-simple,https://huggingface.co/luffycodes/nash-vicuna-13b-v1dot5-ep2-w-rag-w-simple,luffycodes/nash-vicuna-13b-v1dot5-ep2-w-rag-w-simple,13.0,0.5612422186449835,0.5537542662116041,0.6131248755228043,0.32,0.48148148148148145,0.5526315789473685,0.56,0.6075471698113207,0.5902777777777778,0.4,0.49,0.4,0.5317919075144508,0.2549019607843137,0.68,0.43829787234042555,0.30701754385964913,0.46206896551724136,0.3386243386243386,0.373015873015873,0.4,0.6709677419354839,0.4433497536945813,0.51,0.6666666666666666,0.6868686868686869,0.8134715025906736,0.5615384615384615,0.32222222222222224,0.5798319327731093,0.2847682119205298,0.7486238532110092,0.4398148148148148,0.7401960784313726,0.7805907172995781,0.6591928251121076,0.6717557251908397,0.7272727272727273,0.7129629629629629,0.7055214723926381,0.4017857142857143,0.7378640776699029,0.8376068376068376,0.56,0.7522349936143039,0.5924855491329479,0.3653631284916201,0.6241830065359477,0.6366559485530546,0.6141975308641975,0.4148936170212766,0.43089960886571055,0.4963235294117647,0.5555555555555556,0.6545454545454545,0.6244897959183674,0.7711442786069652,0.76,0.4578313253012048,0.7894736842105263
llama-shishya-7b-ep3-v1,https://huggingface.co/luffycodes/llama-shishya-7b-ep3-v1,luffycodes/llama-shishya-7b-ep3-v1,7.0,0.4611929734658808,0.45307167235494883,0.5934076877116112,0.29,0.4666666666666667,0.4605263157894737,0.45,0.49433962264150944,0.4583333333333333,0.28,0.4,0.27,0.3988439306358382,0.24509803921568626,0.53,0.39574468085106385,0.3333333333333333,0.4206896551724138,0.30158730158730157,0.1984126984126984,0.33,0.535483870967742,0.35960591133004927,0.48,0.6424242424242425,0.5454545454545454,0.6735751295336787,0.38974358974358975,0.24444444444444444,0.4117647058823529,0.2913907284768212,0.6440366972477064,0.2916666666666667,0.6029411764705882,0.6455696202531646,0.5426008968609866,0.5725190839694656,0.6363636363636364,0.5092592592592593,0.49693251533742333,0.23214285714285715,0.6601941747572816,0.7307692307692307,0.49,0.6883780332056194,0.49421965317919075,0.2536312849162011,0.5130718954248366,0.5594855305466238,0.5308641975308642,0.34397163120567376,0.31877444589308995,0.4264705882352941,0.4493464052287582,0.4727272727272727,0.5265306122448979,0.6119402985074627,0.67,0.4036144578313253,0.672514619883041
mcq-hal-vicuna-13b-v1.5,https://huggingface.co/luffycodes/mcq-hal-vicuna-13b-v1.5,luffycodes/mcq-hal-vicuna-13b-v1.5,13.0,0.5289819154876014,0.5196245733788396,0.6095399322844055,0.33,0.4444444444444444,0.5197368421052632,0.53,0.5509433962264151,0.5347222222222222,0.42,0.45,0.34,0.47398843930635837,0.2647058823529412,0.68,0.4085106382978723,0.2807017543859649,0.46206896551724136,0.3201058201058201,0.29365079365079366,0.41,0.5935483870967742,0.43349753694581283,0.55,0.6848484848484848,0.6565656565656566,0.7202072538860104,0.517948717948718,0.337037037037037,0.5546218487394958,0.31125827814569534,0.691743119266055,0.35648148148148145,0.7107843137254902,0.6919831223628692,0.6457399103139013,0.5877862595419847,0.7355371900826446,0.6388888888888888,0.6441717791411042,0.38392857142857145,0.7184466019417476,0.7521367521367521,0.5,0.7458492975734355,0.523121387283237,0.2547486033519553,0.6078431372549019,0.617363344051447,0.5802469135802469,0.38652482269503546,0.4217731421121252,0.49264705882352944,0.5310457516339869,0.6454545454545455,0.6081632653061224,0.6915422885572139,0.75,0.4397590361445783,0.7251461988304093
llama-shishya-7b-ep3-v2,https://huggingface.co/luffycodes/llama-shishya-7b-ep3-v2,luffycodes/llama-shishya-7b-ep3-v2,7.0,0.43837845016295995,0.44197952218430037,0.5865365465046803,0.26,0.4222222222222222,0.4144736842105263,0.38,0.4716981132075472,0.4236111111111111,0.28,0.39,0.26,0.41040462427745666,0.23529411764705882,0.54,0.39574468085106385,0.2894736842105263,0.3931034482758621,0.30423280423280424,0.19047619047619047,0.33,0.5096774193548387,0.32019704433497537,0.44,0.5696969696969697,0.51010101010101,0.5854922279792746,0.37435897435897436,0.27037037037037037,0.42016806722689076,0.31788079470198677,0.5944954128440367,0.2175925925925926,0.5784313725490197,0.6835443037974683,0.5605381165919282,0.48091603053435117,0.628099173553719,0.49074074074074076,0.44171779141104295,0.32142857142857145,0.6116504854368932,0.6923076923076923,0.47,0.6590038314176245,0.49421965317919075,0.26145251396648045,0.46405228758169936,0.5369774919614148,0.4845679012345679,0.36524822695035464,0.3044328552803129,0.33088235294117646,0.4199346405228758,0.4909090909090909,0.46530612244897956,0.5223880597014925,0.65,0.3855421686746988,0.672514619883041
vicuna-shishya-7b-ep3-v1,https://huggingface.co/luffycodes/vicuna-shishya-7b-ep3-v1,luffycodes/vicuna-shishya-7b-ep3-v1,7.0,0.5004332666279828,0.439419795221843,0.5751842262497511,0.29,0.4740740740740741,0.4868421052631579,0.47,0.5169811320754717,0.4861111111111111,0.31,0.41,0.35,0.47398843930635837,0.16666666666666666,0.63,0.4553191489361702,0.2894736842105263,0.45517241379310347,0.30158730158730157,0.31746031746031744,0.35,0.535483870967742,0.3891625615763547,0.47,0.6424242424242425,0.5909090909090909,0.7305699481865285,0.4307692307692308,0.25555555555555554,0.4495798319327731,0.2781456953642384,0.6862385321100918,0.3611111111111111,0.6813725490196079,0.7341772151898734,0.6188340807174888,0.6412213740458015,0.6198347107438017,0.5648148148148148,0.50920245398773,0.41964285714285715,0.6019417475728155,0.7393162393162394,0.55,0.6934865900383141,0.5375722543352601,0.2636871508379888,0.5686274509803921,0.5980707395498392,0.5679012345679012,0.35815602836879434,0.36897001303780963,0.49264705882352944,0.49836601307189543,0.5727272727272728,0.6204081632653061,0.7114427860696517,0.75,0.45180722891566266,0.7368421052631579
Alpaca-7B-v1,https://huggingface.co/WeOpenML/Alpaca-7B-v1,WeOpenML/Alpaca-7B-v1,7.0,0.3376245731676487,0.48208191126279865,0.5763792073292173,0.31,0.42962962962962964,0.3026315789473684,0.44,0.3622641509433962,0.3333333333333333,0.27,0.33,0.33,0.30057803468208094,0.23529411764705882,0.39,0.3191489361702128,0.18421052631578946,0.27586206896551724,0.28835978835978837,0.21428571428571427,0.29,0.2870967741935484,0.24630541871921183,0.27,0.49696969696969695,0.3333333333333333,0.37823834196891193,0.3333333333333333,0.22962962962962963,0.3067226890756303,0.23841059602649006,0.3798165137614679,0.2037037037037037,0.4411764705882353,0.350210970464135,0.40358744394618834,0.32061068702290074,0.6115702479338843,0.3055555555555556,0.38650306748466257,0.38392857142857145,0.32038834951456313,0.3717948717948718,0.39,0.38569604086845466,0.3583815028901734,0.2558659217877095,0.32679738562091504,0.33440514469453375,0.3549382716049383,0.2695035460992908,0.2757496740547588,0.46691176470588236,0.3300653594771242,0.41818181818181815,0.2816326530612245,0.35323383084577115,0.41,0.3433734939759036,0.4853801169590643
llama2-13b-megacode2_min100,https://huggingface.co/andreaskoepf/llama2-13b-megacode2_min100,andreaskoepf/llama2-13b-megacode2_min100,13.0,0.5791638767861185,0.5588737201365188,0.6141206930890261,0.41,0.4740740740740741,0.5657894736842105,0.64,0.6075471698113207,0.5972222222222222,0.46,0.5,0.36,0.5202312138728323,0.3235294117647059,0.7,0.4553191489361702,0.2982456140350877,0.5448275862068965,0.3253968253968254,0.4126984126984127,0.34,0.7193548387096774,0.4482758620689655,0.52,0.7212121212121212,0.7575757575757576,0.8082901554404145,0.5641025641025641,0.3148148148148148,0.5462184873949579,0.31125827814569534,0.7577981651376147,0.46296296296296297,0.7598039215686274,0.7721518987341772,0.6502242152466368,0.6564885496183206,0.7851239669421488,0.7777777777777778,0.6503067484662577,0.375,0.7766990291262136,0.8162393162393162,0.57,0.776500638569604,0.630057803468208,0.47374301675977654,0.6274509803921569,0.6109324758842444,0.6512345679012346,0.43617021276595747,0.4152542372881356,0.5588235294117647,0.5555555555555556,0.6363636363636364,0.6816326530612244,0.7512437810945274,0.85,0.4879518072289157,0.8128654970760234
denas-llama2,https://huggingface.co/tianyil1/denas-llama2,tianyil1/denas-llama2,,0.45495060650894664,0.4991467576791809,0.5880302728540131,0.3,0.43703703703703706,0.4144736842105263,0.46,0.46037735849056605,0.4236111111111111,0.37,0.41,0.36,0.41040462427745666,0.19607843137254902,0.58,0.4340425531914894,0.3157894736842105,0.42758620689655175,0.291005291005291,0.2698412698412698,0.3,0.4612903225806452,0.3399014778325123,0.41,0.6,0.5505050505050505,0.6787564766839378,0.4230769230769231,0.28888888888888886,0.37815126050420167,0.304635761589404,0.6220183486238532,0.2777777777777778,0.5392156862745098,0.6033755274261603,0.5426008968609866,0.5190839694656488,0.6363636363636364,0.48148148148148145,0.4662576687116564,0.39285714285714285,0.5242718446601942,0.7094017094017094,0.52,0.6168582375478927,0.48554913294797686,0.23798882681564246,0.4542483660130719,0.6045016077170418,0.5154320987654321,0.34397163120567376,0.3741851368970013,0.5183823529411765,0.4133986928104575,0.5454545454545454,0.4,0.5572139303482587,0.7,0.39156626506024095,0.6432748538011696
Llama-2-70b-orca-200k,https://huggingface.co/ddobokki/Llama-2-70b-orca-200k,ddobokki/Llama-2-70b-orca-200k,70.0,0.6689155585065705,0.5989761092150171,0.6584345747858992,0.38,0.6148148148148148,0.7697368421052632,0.71,0.6981132075471698,0.7847222222222222,0.45,0.57,0.36,0.6127167630057804,0.3431372549019608,0.74,0.6127659574468085,0.4298245614035088,0.593103448275862,0.41534391534391535,0.4365079365079365,0.43,0.8129032258064516,0.5123152709359606,0.72,0.8121212121212121,0.8636363636363636,0.9067357512953368,0.6820512820512821,0.35555555555555557,0.7142857142857143,0.40397350993377484,0.8568807339449541,0.5416666666666666,0.8725490196078431,0.8523206751054853,0.7488789237668162,0.7938931297709924,0.8760330578512396,0.8333333333333334,0.7852760736196319,0.4732142857142857,0.8155339805825242,0.9017094017094017,0.72,0.859514687100894,0.7745664739884393,0.5363128491620112,0.6895424836601307,0.7395498392282959,0.7685185185185185,0.48936170212765956,0.5084745762711864,0.6838235294117647,0.7075163398692811,0.7363636363636363,0.763265306122449,0.8557213930348259,0.85,0.5120481927710844,0.847953216374269
openchat_v3.1,https://huggingface.co/openchat/openchat_v3.1,openchat/openchat_v3.1,,0.5675547172500364,0.5656996587030717,0.6285600477992431,0.31,0.4962962962962963,0.5460526315789473,0.54,0.6264150943396226,0.6111111111111112,0.44,0.48,0.35,0.5375722543352601,0.3235294117647059,0.72,0.425531914893617,0.2719298245614035,0.503448275862069,0.328042328042328,0.38095238095238093,0.39,0.6870967741935484,0.46798029556650245,0.6,0.6666666666666666,0.7121212121212122,0.8031088082901554,0.5435897435897435,0.2962962962962963,0.5840336134453782,0.31788079470198677,0.7541284403669725,0.49074074074074076,0.7352941176470589,0.7215189873417721,0.6457399103139013,0.648854961832061,0.71900826446281,0.7222222222222222,0.6748466257668712,0.3125,0.7087378640776699,0.8034188034188035,0.56,0.7611749680715197,0.6502890173410405,0.46033519553072627,0.6176470588235294,0.6527331189710611,0.6388888888888888,0.41843971631205673,0.4230769230769231,0.5919117647058824,0.5604575163398693,0.6636363636363637,0.6489795918367347,0.746268656716418,0.83,0.46987951807228917,0.7602339181286549
opencoderplus,https://huggingface.co/openchat/opencoderplus,openchat/opencoderplus,,0.42726551644910576,0.4812286689419795,0.6070503883688508,0.25,0.4962962962962963,0.4342105263157895,0.42,0.4679245283018868,0.4513888888888889,0.28,0.42,0.37,0.3930635838150289,0.10784313725490197,0.57,0.35319148936170214,0.30701754385964913,0.43448275862068964,0.31746031746031744,0.30158730158730157,0.32,0.4967741935483871,0.29064039408866993,0.46,0.5151515151515151,0.5,0.5647668393782384,0.38974358974358975,0.2851851851851852,0.3319327731092437,0.2913907284768212,0.5412844036697247,0.25,0.49019607843137253,0.5949367088607594,0.4798206278026906,0.549618320610687,0.49586776859504134,0.4444444444444444,0.4662576687116564,0.33035714285714285,0.5242718446601942,0.6452991452991453,0.47,0.5530012771392082,0.43352601156069365,0.23687150837988827,0.47058823529411764,0.4405144694533762,0.42592592592592593,0.3333333333333333,0.3305084745762712,0.33455882352941174,0.3872549019607843,0.5,0.5265306122448979,0.5920398009950248,0.62,0.4939759036144578,0.5730994152046783
openchat_v3.2,https://huggingface.co/openchat/openchat_v3.2,openchat/openchat_v3.2,,0.5668268469601176,0.5588737201365188,0.6248755228042223,0.31,0.48148148148148145,0.5657894736842105,0.53,0.6339622641509434,0.5972222222222222,0.48,0.48,0.33,0.5549132947976878,0.3235294117647059,0.73,0.4297872340425532,0.2719298245614035,0.47586206896551725,0.3306878306878307,0.40476190476190477,0.38,0.6774193548387096,0.45320197044334976,0.58,0.6727272727272727,0.7171717171717171,0.7979274611398963,0.5435897435897435,0.29259259259259257,0.5630252100840336,0.31788079470198677,0.7486238532110092,0.4861111111111111,0.7450980392156863,0.7341772151898734,0.6457399103139013,0.6564885496183206,0.7107438016528925,0.7037037037037037,0.6687116564417178,0.33035714285714285,0.7378640776699029,0.8162393162393162,0.57,0.7471264367816092,0.6329479768786127,0.4480446927374302,0.6470588235294118,0.6430868167202572,0.6265432098765432,0.40070921985815605,0.42698826597131684,0.5992647058823529,0.5686274509803921,0.6272727272727273,0.6530612244897959,0.7512437810945274,0.81,0.4759036144578313,0.7719298245614035
codegen-16B-nl,https://huggingface.co/Salesforce/codegen-16B-nl,Salesforce/codegen-16B-nl,16.0,0.3235430166341825,0.4180887372013652,0.5323640709022107,0.3,0.32592592592592595,0.3026315789473684,0.28,0.3169811320754717,0.3333333333333333,0.26,0.28,0.3,0.2774566473988439,0.2549019607843137,0.41,0.3404255319148936,0.24561403508771928,0.42758620689655175,0.24074074074074073,0.23809523809523808,0.29,0.3161290322580645,0.22660098522167488,0.31,0.30303030303030304,0.35353535353535354,0.33678756476683935,0.23076923076923078,0.27037037037037037,0.24369747899159663,0.2980132450331126,0.28440366972477066,0.19907407407407407,0.35294117647058826,0.34177215189873417,0.37668161434977576,0.3816793893129771,0.4297520661157025,0.39814814814814814,0.2883435582822086,0.33035714285714285,0.2912621359223301,0.36752136752136755,0.43,0.37420178799489145,0.3670520231213873,0.28268156424581004,0.3790849673202614,0.33440514469453375,0.3611111111111111,0.2553191489361702,0.3239895697522816,0.2977941176470588,0.2973856209150327,0.35454545454545455,0.42857142857142855,0.3781094527363184,0.5,0.3313253012048193,0.391812865497076
DialoGPT-large,https://huggingface.co/microsoft/DialoGPT-large,microsoft/DialoGPT-large,,0.23813663010121772,0.2090443686006826,0.25672176857199763,0.21,0.2518518518518518,0.3355263157894737,0.26,0.24528301886792453,0.2569444444444444,0.22,0.21,0.21,0.2138728323699422,0.19607843137254902,0.21,0.32340425531914896,0.2894736842105263,0.22758620689655173,0.2566137566137566,0.25396825396825395,0.18,0.24516129032258063,0.270935960591133,0.2,0.21212121212121213,0.21717171717171718,0.19170984455958548,0.23333333333333334,0.2037037037037037,0.20168067226890757,0.2052980132450331,0.24036697247706423,0.1527777777777778,0.24019607843137256,0.23628691983122363,0.37668161434977576,0.2366412213740458,0.24793388429752067,0.25925925925925924,0.24539877300613497,0.3125,0.2524271844660194,0.26495726495726496,0.25,0.2669220945083014,0.23410404624277456,0.2424581005586592,0.22875816993464052,0.1864951768488746,0.21604938271604937,0.25177304964539005,0.2438070404172099,0.19117647058823528,0.2565359477124183,0.18181818181818182,0.27755102040816326,0.23880597014925373,0.21,0.3132530120481928,0.1871345029239766
CodeGPT-small-py,https://huggingface.co/microsoft/CodeGPT-small-py,microsoft/CodeGPT-small-py,,0.25049090266860474,0.19795221843003413,0.26309500099581756,0.23,0.32592592592592595,0.23684210526315788,0.27,0.2188679245283019,0.2222222222222222,0.27,0.25,0.26,0.2543352601156069,0.23529411764705882,0.22,0.2127659574468085,0.23684210526315788,0.27586206896551724,0.24074074074074073,0.19047619047619047,0.16,0.3064516129032258,0.2315270935960591,0.21,0.23030303030303031,0.25757575757575757,0.24870466321243523,0.21794871794871795,0.2740740740740741,0.25630252100840334,0.3443708609271523,0.24770642201834864,0.44907407407407407,0.22549019607843138,0.24472573839662448,0.2600896860986547,0.24427480916030533,0.19834710743801653,0.25,0.2331288343558282,0.24107142857142858,0.22330097087378642,0.20085470085470086,0.33,0.2796934865900383,0.1907514450867052,0.2670391061452514,0.28431372549019607,0.2379421221864952,0.23148148148148148,0.22340425531914893,0.2457627118644068,0.33088235294117646,0.25163398692810457,0.2818181818181818,0.2816326530612245,0.22885572139303484,0.31,0.18674698795180722,0.21052631578947367
Nous-Hermes-13B-Code,https://huggingface.co/Undi95/Nous-Hermes-13B-Code,Undi95/Nous-Hermes-13B-Code,13.0,0.5513166758898137,0.5793515358361775,0.6333399721171081,0.32,0.5037037037037037,0.5394736842105263,0.59,0.5773584905660377,0.6388888888888888,0.46,0.47,0.31,0.5144508670520231,0.27450980392156865,0.65,0.46382978723404256,0.3157894736842105,0.47586206896551725,0.335978835978836,0.38095238095238093,0.36,0.6290322580645161,0.43349753694581283,0.58,0.6242424242424243,0.6868686868686869,0.7616580310880829,0.4846153846153846,0.32222222222222224,0.5588235294117647,0.4105960264900662,0.7302752293577982,0.47685185185185186,0.7647058823529411,0.7215189873417721,0.6098654708520179,0.5801526717557252,0.7272727272727273,0.7037037037037037,0.6625766871165644,0.3482142857142857,0.7184466019417476,0.7606837606837606,0.57,0.7675606641123882,0.5867052023121387,0.376536312849162,0.5784313725490197,0.617363344051447,0.6327160493827161,0.40425531914893614,0.4152542372881356,0.5330882352941176,0.5441176470588235,0.5818181818181818,0.5836734693877551,0.7512437810945274,0.8,0.43373493975903615,0.7719298245614035
Llama2-13B-no_robots-alpaca-lora,https://huggingface.co/Undi95/Llama2-13B-no_robots-alpaca-lora,Undi95/Llama2-13B-no_robots-alpaca-lora,13.0,0.5310532090136307,0.5418088737201365,0.6309500099581756,0.34,0.4888888888888889,0.5328947368421053,0.53,0.5660377358490566,0.5625,0.39,0.44,0.28,0.49710982658959535,0.23529411764705882,0.66,0.4127659574468085,0.32456140350877194,0.5379310344827586,0.3492063492063492,0.2619047619047619,0.36,0.6258064516129033,0.4630541871921182,0.5,0.6242424242424243,0.6464646464646465,0.7564766839378239,0.5205128205128206,0.24444444444444444,0.5588235294117647,0.31788079470198677,0.6844036697247706,0.4212962962962963,0.7205882352941176,0.7383966244725738,0.6502242152466368,0.6106870229007634,0.71900826446281,0.6111111111111112,0.6625766871165644,0.2857142857142857,0.7281553398058253,0.7350427350427351,0.62,0.7266922094508301,0.615606936416185,0.26927374301675977,0.5555555555555556,0.6141479099678456,0.6172839506172839,0.41843971631205673,0.41134289439374183,0.4338235294117647,0.5294117647058824,0.5363636363636364,0.6163265306122448,0.7412935323383084,0.74,0.4819277108433735,0.7485380116959064
Unholy-v1-12L-13B,https://huggingface.co/Undi95/Unholy-v1-12L-13B,Undi95/Unholy-v1-12L-13B,13.0,0.5808136499105658,0.6143344709897611,0.6395140410276837,0.38,0.48148148148148145,0.5855263157894737,0.54,0.6264150943396226,0.6597222222222222,0.39,0.5,0.38,0.5491329479768786,0.27450980392156865,0.7,0.48936170212765956,0.2807017543859649,0.5448275862068965,0.31746031746031744,0.35714285714285715,0.35,0.6709677419354839,0.458128078817734,0.61,0.703030303030303,0.7222222222222222,0.8341968911917098,0.5564102564102564,0.337037037037037,0.5966386554621849,0.31788079470198677,0.7559633027522936,0.39814814814814814,0.7990196078431373,0.7721518987341772,0.695067264573991,0.6259541984732825,0.7603305785123967,0.7870370370370371,0.6871165644171779,0.3392857142857143,0.7184466019417476,0.8076923076923077,0.65,0.7701149425287356,0.6473988439306358,0.48156424581005586,0.6339869281045751,0.639871382636656,0.6759259259259259,0.4397163120567376,0.44654498044328556,0.5588235294117647,0.5800653594771242,0.6727272727272727,0.6775510204081633,0.7810945273631841,0.85,0.4759036144578313,0.7660818713450293
MLewd-v2.4-13B,https://huggingface.co/Undi95/MLewd-v2.4-13B,Undi95/MLewd-v2.4-13B,13.0,0.5509813549494798,0.5870307167235495,0.6404102768372834,0.32,0.5333333333333333,0.5263157894736842,0.56,0.5584905660377358,0.5763888888888888,0.35,0.45,0.33,0.5202312138728323,0.21568627450980393,0.7,0.4808510638297872,0.2631578947368421,0.5172413793103449,0.30423280423280424,0.373015873015873,0.39,0.6290322580645161,0.3891625615763547,0.5,0.6848484848484848,0.6868686868686869,0.7823834196891192,0.5256410256410257,0.31851851851851853,0.5672268907563025,0.31125827814569534,0.7321100917431193,0.3472222222222222,0.7647058823529411,0.7426160337552743,0.6816143497757847,0.648854961832061,0.743801652892562,0.7222222222222222,0.6687116564417178,0.3482142857142857,0.6699029126213593,0.7991452991452992,0.58,0.7573435504469987,0.6127167630057804,0.376536312849162,0.6045751633986928,0.6334405144694534,0.6419753086419753,0.4326241134751773,0.4165580182529335,0.5073529411764706,0.5686274509803921,0.6727272727272727,0.6163265306122448,0.6965174129353234,0.82,0.4578313253012048,0.7777777777777778
Emerhyst-20B,https://huggingface.co/Undi95/Emerhyst-20B,Undi95/Emerhyst-20B,20.0,0.569792704452335,0.5895904436860068,0.6613224457279426,0.38,0.5111111111111111,0.5394736842105263,0.54,0.6,0.6458333333333334,0.4,0.42,0.31,0.5317919075144508,0.3137254901960784,0.69,0.4808510638297872,0.30701754385964913,0.5517241379310345,0.3386243386243386,0.36507936507936506,0.39,0.6580645161290323,0.4482758620689655,0.53,0.6909090909090909,0.7222222222222222,0.8134715025906736,0.5717948717948718,0.3333333333333333,0.6176470588235294,0.31125827814569534,0.7339449541284404,0.4583333333333333,0.7745098039215687,0.7721518987341772,0.672645739910314,0.6412213740458015,0.7603305785123967,0.7129629629629629,0.7055214723926381,0.3392857142857143,0.6601941747572816,0.8290598290598291,0.62,0.7471264367816092,0.6473988439306358,0.40782122905027934,0.6339869281045751,0.6688102893890675,0.6759259259259259,0.43617021276595747,0.4530638852672751,0.5551470588235294,0.6062091503267973,0.5727272727272728,0.6489795918367347,0.736318407960199,0.85,0.39759036144578314,0.7485380116959064
